1.1.1.1,443,http,open,nmap,"Cloudflare http proxy","","NULL"
1.1.1.1,80,https,open,tcpscan,"NULL","NULL","b'HTTP/1.1 301 Moved Permanently\r\nDate: Sun, 08 Nov 2020 08:41:09 GMT\r\nContent-Type: text/html\r\nTransfer-Encoding: chunked\r\nConnection: keep-alive\r\nLocation: https://1.1.1.1/\r\nServed-In-Seconds: 0.000\r\nCF-Cache-Status: HIT\r\nAge: 1895\r\nExpires: Sun, 08 Nov 2020 12:41:09 GMT\r\nCache-Control: public, max-age=14400\r\ncf-request-id: 06489d42890000363c602be000000001\r\nServer: cloudflare\r\nCF-RAY: 5eedfe4a7b0a363c-LAX\r\n\r\nba\r\n<html>\r\n<head><title>301 Moved Permanently</title></head>\r\n<body bgcolor=white>\r\n<center><h1>3'"
1.1.1.1,443,https,open,tcpscan,"NULL","NULL","b'HTTP/1.1 400 Bad Request\r\nServer: cloudflare\r\nDate: Sun, 08 Nov 2020 08:41:10 GMT\r\nContent-Type: text/html\r\nContent-Length: 253\r\nConnection: close\r\nCF-RAY: -\r\n\r\n<html>\r\n<head><title>400 The plain HTTP request was sent to HTTPS port</title></head>\r\n<body>\r\n<center><h1>400 Bad Request</h1></center>\r\n<center>The plain HTTP request was sent to HTTPS port</center>\r\n<hr><center>cloudflare</center>\r\n</body>\r\n</html>\r\n'"
1.1.1.1,80,http,open,nmap,"Cloudflare http proxy","","NULL"
1.1.1.1,443,http,open,nmap,"Cloudflare http proxy","","NULL"
1.1.1.1,80,https,open,tcpscan,"NULL","NULL","b'HTTP/1.1 301 Moved Permanently\r\nDate: Sun, 08 Nov 2020 08:46:31 GMT\r\nContent-Type: text/html\r\nTransfer-Encoding: chunked\r\nConnection: keep-alive\r\nLocation: https://1.1.1.1/\r\nServed-In-Seconds: 0.000\r\nCF-Cache-Status: HIT\r\nAge: 2217\r\nExpires: Sun, 08 Nov 2020 12:46:31 GMT\r\nCache-Control: public, max-age=14400\r\ncf-request-id: 0648a22af50000e7989c3d0000000001\r\nServer: cloudflare\r\nCF-RAY: 5eee0624b86ce798-LAX\r\n\r\nba\r\n<html>\r\n<head><title>301 Moved Permanently</title></head>\r\n<body bgcolor=white>\r\n<center><h1>3'"
1.1.1.1,443,https,open,tcpscan,"NULL","NULL","b'HTTP/1.1 400 Bad Request\r\nServer: cloudflare\r\nDate: Sun, 08 Nov 2020 08:46:31 GMT\r\nContent-Type: text/html\r\nContent-Length: 253\r\nConnection: close\r\nCF-RAY: -\r\n\r\n<html>\r\n<head><title>400 The plain HTTP request was sent to HTTPS port</title></head>\r\n<body>\r\n<center><h1>400 Bad Request</h1></center>\r\n<center>The plain HTTP request was sent to HTTPS port</center>\r\n<hr><center>cloudflare</center>\r\n</body>\r\n</html>\r\n'"
1.1.1.1,80,https,open,tcpscan,"NULL","NULL","b'HTTP/1.1 301 Moved Permanently\r\nDate: Sun, 08 Nov 2020 08:47:11 GMT\r\nContent-Type: text/html\r\nTransfer-Encoding: chunked\r\nConnection: keep-alive\r\nLocation: https://1.1.1.1/\r\nServed-In-Seconds: 0.000\r\nCF-Cache-Status: HIT\r\nAge: 2257\r\nExpires: Sun, 08 Nov 2020 12:47:11 GMT\r\nCache-Control: public, max-age=14400\r\ncf-request-id: 0648a2c7dc0000eb2141011000000001\r\nServer: cloudflare\r\nCF-RAY: 5eee071fc973eb21-LAX\r\n\r\n'"
1.1.1.1,80,https,open,tcpscan,"NULL","NULL","b'HTTP/1.1 301 Moved Permanently\r\nDate: Sun, 08 Nov 2020 08:47:52 GMT\r\nContent-Type: text/html\r\nTransfer-Encoding: chunked\r\nConnection: keep-alive\r\nLocation: https://1.1.1.1/\r\nServed-In-Seconds: 0.000\r\nCF-Cache-Status: HIT\r\nAge: 2298\r\nExpires: Sun, 08 Nov 2020 12:47:52 GMT\r\nCache-Control: public, max-age=14400\r\ncf-request-id: 0648a36a40000004dbda3bb000000001\r\nServer: cloudflare\r\nCF-RAY: 5eee08239d7304db-LAX\r\n\r\nba\r\n<html>\r\n<head><title>301 Moved Permanently</title></head>\r\n<body bgcolor=white>\r\n<center><h1>3'"
1.1.1.1,443,https,open,tcpscan,"NULL","NULL","b'HTTP/1.1 400 Bad Request\r\nServer: cloudflare\r\nDate: Sun, 08 Nov 2020 08:47:53 GMT\r\nContent-Type: text/html\r\nContent-Length: 253\r\nConnection: close\r\nCF-RAY: -\r\n\r\n<html>\r\n<head><title>400 The plain HTTP request was sent to HTTPS port</title></head>\r\n<body>\r\n<center><h1>400 Bad Request</h1></center>\r\n<center>The plain HTTP request was sent to HTTPS port</center>\r\n<hr><center>cloudflare</center>\r\n</body>\r\n</html>\r\n'"
